model,imputation,param_model__C,log_C,param_model__min_samples_leaf,param_model__min_samples_split,metric,score,dataset
Decision Tree,None,,,5,5,roc_auc,0.6094468807278434,Validation
Decision Tree,None,,,5,10,roc_auc,0.6094468807278434,Validation
Decision Tree,None,,,5,15,roc_auc,0.6090258310225692,Validation
Decision Tree,None,,,5,20,roc_auc,0.6103404282834507,Validation
Random Forest,None,,,1,2,roc_auc,0.6066494211054134,Validation
Random Forest,None,,,1,5,roc_auc,0.6089266446391154,Validation
Random Forest,None,,,1,10,roc_auc,0.6108591525915866,Validation
Random Forest,None,,,1,15,roc_auc,0.6131606131520573,Validation
Random Forest,None,,,1,20,roc_auc,0.614624219971679,Validation
Random Forest,None,,,2,2,roc_auc,0.6104117995613625,Validation
Random Forest,None,,,2,5,roc_auc,0.6106437580826102,Validation
Random Forest,None,,,2,10,roc_auc,0.6116179083330405,Validation
Random Forest,None,,,2,15,roc_auc,0.6138244251152594,Validation
Random Forest,None,,,2,20,roc_auc,0.6155195769849711,Validation
Random Forest,None,,,5,2,roc_auc,0.6159479299029936,Validation
Random Forest,None,,,5,5,roc_auc,0.6159479299029936,Validation
Random Forest,None,,,5,10,roc_auc,0.6159479299029936,Validation
Random Forest,None,,,5,15,roc_auc,0.616924193425963,Validation
Random Forest,None,,,5,20,roc_auc,0.6178597745323885,Validation
Logistic Regression,MICE,0.001,-6.907755278982137,,,roc_auc,0.6469904049784084,Validation
Logistic Regression,MICE,0.01,-4.605170185988091,,,roc_auc,0.6469904049784084,Validation
Logistic Regression,MICE,0.1,-2.3025850929940455,,,roc_auc,0.6469904049784084,Validation
Logistic Regression,MICE,1.0,0.0,,,roc_auc,0.6469904049784084,Validation
Logistic Regression,MICE,10.0,2.302585092994046,,,roc_auc,0.6469904049784084,Validation
Logistic Regression,MICE,100.0,4.605170185988092,,,roc_auc,0.6469904049784084,Validation
Support Vector Machine,MICE,0.001,-6.907755278982137,,,roc_auc,0.6385045230871178,Validation
Support Vector Machine,MICE,0.01,-4.605170185988091,,,roc_auc,0.6385709749598524,Validation
Support Vector Machine,MICE,0.1,-2.3025850929940455,,,roc_auc,0.6308107402133867,Validation
Support Vector Machine,MICE,1.0,0.0,,,roc_auc,0.6321777729857871,Validation
Support Vector Machine,MICE,10.0,2.302585092994046,,,roc_auc,0.6264493545905097,Validation
Support Vector Machine,MICE,100.0,4.605170185988092,,,roc_auc,0.6191446414210977,Validation
Decision Tree,MICE,,,1,2,roc_auc,0.5902756657196612,Validation
Decision Tree,MICE,,,1,5,roc_auc,0.59175872632648,Validation
Decision Tree,MICE,,,1,10,roc_auc,0.5968742312114327,Validation
Decision Tree,MICE,,,1,15,roc_auc,0.598032006386502,Validation
Decision Tree,MICE,,,1,20,roc_auc,0.5996601016395303,Validation
Decision Tree,MICE,,,2,2,roc_auc,0.5989645665180562,Validation
Decision Tree,MICE,,,2,5,roc_auc,0.5987930147223341,Validation
Decision Tree,MICE,,,2,10,roc_auc,0.6010195136200002,Validation
Decision Tree,MICE,,,2,15,roc_auc,0.6021640244945886,Validation
Decision Tree,MICE,,,2,20,roc_auc,0.6042794455197061,Validation
Decision Tree,MICE,,,5,2,roc_auc,0.6048923866309568,Validation
Decision Tree,MICE,,,5,5,roc_auc,0.6048923866309568,Validation
Decision Tree,MICE,,,5,10,roc_auc,0.6048923866309568,Validation
Decision Tree,MICE,,,5,15,roc_auc,0.6047243380974882,Validation
Decision Tree,MICE,,,5,20,roc_auc,0.6061500583671503,Validation
Random Forest,MICE,,,1,2,roc_auc,0.5973578487697093,Validation
Random Forest,MICE,,,1,5,roc_auc,0.6021678149239266,Validation
Random Forest,MICE,,,1,10,roc_auc,0.6069750515227079,Validation
Random Forest,MICE,,,1,15,roc_auc,0.6107643160425863,Validation
Random Forest,MICE,,,1,20,roc_auc,0.6141218612608316,Validation
Random Forest,MICE,,,2,2,roc_auc,0.6068727290163369,Validation
Random Forest,MICE,,,2,5,roc_auc,0.6073868491217093,Validation
Random Forest,MICE,,,2,10,roc_auc,0.6107328959115041,Validation
Random Forest,MICE,,,2,15,roc_auc,0.6139081117595566,Validation
Random Forest,MICE,,,2,20,roc_auc,0.6164176053037002,Validation
Random Forest,MICE,,,5,2,roc_auc,0.6192972463554152,Validation
Random Forest,MICE,,,5,5,roc_auc,0.6192972463554152,Validation
Random Forest,MICE,,,5,10,roc_auc,0.6192972463554152,Validation
Random Forest,MICE,,,5,15,roc_auc,0.6201488271309354,Validation
Random Forest,MICE,,,5,20,roc_auc,0.6211764965310332,Validation
